0,0
0.2,-0.061
0.4,-0.1219
0.6,0.0167
0.8,0.5997
1,1.4224
1.2,2.3984
1.4,3.3751
1.6,4.3446
1.8,5.2965
2,5.9687
2.2,6.0827
2.4,5.9554
2.6,5.5361
2.8,4.8545
3,4.0713
3.2,3.2061
3.4,2.6623
3.6,2.2523
3.8,1.8244
4,1.6044
4.2,1.484
4.4,1.4218
4.6,1.2362
4.8,0.9817
5,1.1942
5.2,1.7342
5.4,2.1587
5.6,2.7247
5.8,3.4401
6,4.0626
6.2,4.7495
6.4,5.381
6.6,6.0785
6.8,6.7
7,7.1294
7.2,7.5001
7.4,7.8576
7.6,7.8861
7.8,7.6705
8,7.3418
8.2,6.8349
8.4,6.1885
8.6,5.4799
8.8,4.9634
9,4.2895
9.2,3.6911
9.4,2.8972
9.6,2.3886
9.8,2.1092
10,1.8485
10.2,1.5528
10.4,1.4727
10.6,1.5228
10.8,1.5727
11,1.9816
11.2,2.7551
11.4,3.6731
11.6,4.493
11.8,5.2296
12,5.7656
12.2,5.7916
12.4,5.2472
12.6,4.079
12.8,3.3342
13,2.8146
13.2,2.3295
13.4,1.9695
13.6,1.6747
13.8,1.4416
14,1.2769
14.2,1.053
14.4,0.7642
14.6,0.6663
14.8,0.5392
15,0.3709
15.2,0.2273
15.4,0.1205
15.6,0.0056
15.8,-0.1138
16,-0.0905
16.2,0.026
16.4,0.5942
16.6,1.1912
16.8,1.8119
17,2.5242
17.2,3.2863
17.4,3.9154
17.6,4.2143
17.8,5.0475
18,6.0352
18.2,6.3815
18.4,6.5563
18.6,6.6594
18.8,6.503
19,6.1577
19.2,5.651
19.4,5.2033
19.6,4.7105
19.8,4.1342
20,3.7116
20.2,3.2373
20.4,2.7036
20.6,2.1733
20.8,1.9085
21,1.781
21.2,1.6386
21.4,1.6674
21.6,1.6914
21.8,1.708
22,1.7089
22.2,1.7064
22.4,1.5764
22.6,1.4194
22.8,1.2567
23,1.1529
23.2,1.3147
23.4,1.8218
23.6,2.7418
23.8,3.6532
24,4.4165
24.2,5.1518
24.4,5.905
24.6,6.5984
24.8,7.2364
25,7.7254
25.2,7.9569
25.4,7.9929
25.6,7.9872
25.8,7.9815
26,7.7294
26.2,7.4076
26.4,7.0878
26.6,6.7297
26.8,6.2087
27,5.621
27.2,5.0576
27.4,4.4909
27.6,3.7906
27.8,3.1817
28,2.8091
28.2,2.3381
28.4,1.966
28.6,1.6914
28.8,1.5234
29,1.4497
29.2,1.4516
29.4,1.4536
29.6,1.4555
29.8,1.4575
30,1.4594
30.2,1.4613
30.4,1.4633
30.6,1.4652
30.8,1.4672
31,1.4691
31.2,1.471
31.4,1.473
31.6,1.4749
31.8,1.4768
32,1.4788
32.2,1.4807
32.4,1.4827
32.6,1.4846
32.8,1.4865
33,1.4885
33.2,1.4904
33.4,1.4924
33.6,1.4943
33.8,1.4962
34,1.4982
34.2,1.5001
34.4,1.5021
34.6,1.504
34.8,1.5059
35,1.5079
35.2,1.5098
35.4,1.5118
35.6,1.5137
35.8,1.5156
36,1.5176
36.2,1.5195
36.4,1.5215
36.6,1.5234
36.8,1.5253
37,1.5273
37.2,1.5292
37.4,1.5311
37.6,1.5331
37.8,1.535
38,1.537
38.2,1.5389
38.4,1.5408
38.6,1.5428
38.8,1.5447
39,1.5467
39.2,1.5486
39.4,1.5505
39.6,1.5525
39.8,1.5544
40,1.5564
40.2,1.5583
40.4,1.5602
40.6,1.5622
40.8,1.5641
41,1.5661
41.2,1.568
41.4,1.5699
41.6,1.5719
41.8,1.5738
42,1.5758
42.2,1.5777
42.4,1.5796
42.6,1.5816
42.8,1.5835
43,1.5854
43.2,1.5874
43.4,1.5893
43.6,1.5913
43.8,1.5932
44,1.5951
44.2,1.5971
44.4,1.599
44.6,1.601
44.8,1.6029
45,1.6048
45.2,1.6068
45.4,1.6087
45.6,1.6107
45.8,1.6126
46,1.6145
46.2,1.6165
46.4,1.6184
46.6,1.6204
46.8,1.6223
47,1.6242
47.2,1.6262
47.4,1.6281
47.6,1.6301
47.8,1.632
48,1.6339
48.2,1.6359
48.4,1.6378
48.6,1.6397
48.8,1.6417
49,1.6436
49.2,1.6456
49.4,1.6475
49.6,1.6494
49.8,1.6514
50,1.6533
50.2,1.6553
50.4,1.6572
50.6,1.6591
50.8,1.6611
51,1.663
51.2,1.665
51.4,1.6669
51.6,1.6688
51.8,1.6708
52,1.6727
52.2,1.6747
52.4,1.6766
52.6,1.6785
52.8,1.6805
53,1.6824
53.2,1.6844
53.4,1.6863
53.6,1.6882
53.8,1.6902
54,1.6921
54.2,1.694
54.4,1.696
54.6,1.6979
54.8,1.6999
55,1.7018
55.2,1.7037
55.4,1.7057
55.6,1.7076
55.8,1.7096
56,1.7115
56.2,1.7134
56.4,1.7154
56.6,1.7173
56.8,1.7193
57,1.7212
57.2,1.7231
57.4,1.7251
57.6,1.727
57.8,1.729
58,1.7309
58.2,1.7328
58.4,1.7348
58.6,1.7367
58.8,1.7386
59,1.7406
59.2,1.7425
59.4,1.7445
59.6,1.7464
59.8,1.7483
60,1.7503
60.2,1.7522
60.4,1.7542
60.6,1.7561
60.8,1.758
61,1.76
61.2,1.7619
61.4,1.7639
61.6,1.7658
61.8,1.7677
62,1.7697
62.2,1.7716
62.4,1.7736
62.6,1.7755
62.8,1.7774
63,1.7794
63.2,1.7813
63.4,1.7833
63.6,1.7852
63.8,1.7871
64,1.7891
64.2,1.791
64.4,1.7929
64.6,1.7949
64.8,1.7968
65,1.7988
65.2,1.8007
65.4,1.8026
65.6,1.8046
65.8,1.8065
66,1.8085
66.2,1.8104
66.4,1.8123
66.6,1.8143
66.8,1.8162
67,1.8182
67.2,1.8201
67.4,1.822
67.6,1.824
67.8,1.8259
68,1.8279
