Time(ddMMyy_HHmmssfff) Time(s) x(mm) y(mm) z(mm) rx(deg) ry(deg) rz(deg)
200426_122645243 0 -7.105427357601E-15 -5.6843418860808E-14 5.6843418860808E-14 0 0 2.85752959662738E-16
200426_122650310 0 -0.00617715681355691 0.0997945360510357 -0.00170097267778146 0 0 2.85752959662738E-16
200426_122650342 0.0799999999999272 0.0649512872719242 0.306492997462612 0.108827261235945 0.0842873963552722 0.0519299109661317 0.0975694684858686
200426_122650374 0.126999999999498 -0.0398757596947803 0.399924025392977 0.092036393357489 0.0674444432423891 0.0871902651085397 0.130405893669618
200426_122650390 0.143000000000029 -0.0398757596947803 0.399924025392977 0.092036393357489 0.0674444432423891 0.0871902651085397 0.130405893669618
200426_122650411 0.158999999999651 -0.0398757596947803 0.399924025392977 0.092036393357489 0.0674444432423891 0.0871902651085397 0.130405893669618
200426_122650422 0.175000000000182 -0.0398757596947803 0.399924025392977 0.092036393357489 0.0674444432423891 0.0871902651085397 0.130405893669618
200426_122650469 0.192000000000007 0.0374298412042506 0.506827950753404 0.204265599948997 0.134942239674103 0.113286328136603 0.156750662753844
200426_122650485 0.238999999999578 0.12372541773032 0.712780530976204 0.215953549793994 0.185659946350334 0.174593858587256 0.215983102509627
200426_122650501 0.255000000000109 0.0962039716626535 0.913115484267109 0.311391888507046 0.202627349474492 0.200215020580098 0.28734584609329
200426_122650532 0.271999999999935 0.161155258934599 1.21960848172972 0.420219149742934 0.321077103602854 0.287339891242859 0.373128583654164
200426_122650548 0.304000000000087 0.238460859833665 1.32651240709021 0.532448356334442 0.30434362355706 0.322597818308327 0.406022572671893
200426_122650566 0.318999999999505 0.232283703020116 1.4263069431413 0.530747383656603 0.372004763712101 0.348457607339722 0.432534299907674
200426_122650582 0.335000000000036 0.226106546206566 1.52610147919239 0.529046410978765 0.355296310784967 0.38371533397409 0.465438258651164
200426_122650596 0.350999999999658 0.226106546206566 1.52610147919239 0.529046410978765 0.389111839266995 0.373913889902045 0.503993876817147
200426_122650612 0.367000000000189 0.226106546206566 1.52610147919239 0.529046410978765 0.389111839266995 0.373913889902045 0.503993876817147
200426_122650627 0.384000000000015 0.226106546206566 1.52610147919239 0.529046410978765 0.389111839266995 0.373913889902045 0.503993876817147
200426_122650659 0.399000000000342 0.297234990292075 1.73279994060385 0.639574644892491 0.440148573314912 0.434939413273022 0.563480180332743
200426_122650727 0.430999999999585 0.34084198830989 2.13983335530628 0.845541217519212 0.542411570935202 0.556841662395031 0.682608119929668
200426_122650754 0.510999999999513 0.520528717685153 3.06005822888267 1.27086328529555 0.78165058333374 0.789912080012163 0.960167117190227
200426_122650786 0.527000000000044 0.606824294211222 3.26601080910552 1.28255123514055 0.83315142898916 0.85054538270239 1.02003635492905
200426_122650802 0.559000000000196 0.606824294211222 3.26601080910552 1.28255123514055 0.867116848147108 0.840331456168623 1.05872563603554
200426_122650818 0.576000000000022 0.606824294211222 3.26601080910552 1.28255123514055 0.83315142898916 0.85054538270239 1.02003635492905
200426_122650834 0.582999999999629 0.585480004957105 3.36655122634539 1.37969054653144 0.867116848147108 0.840331456168623 1.05872563603554
200426_122650850 0.59900000000016 0.579302848143556 3.46634576239649 1.3779895738536 0.850646467125699 0.875587250604536 1.09175343617401
200426_122650865 0.615999999999985 0.671775581483161 3.57250380656825 1.39137849637643 0.918701905374323 0.900871324498322 1.1186659692332
200426_122650881 0.631000000000313 0.73672686875512 3.87899680403081 1.50020575761232 0.987938639490368 0.986277977272272 1.250444554443
200426_122650897 0.646999999999935 0.786511023586513 4.18623568268214 1.70787330291688 1.03969687187513 1.04667288992278 1.31051936742228
200426_122650913 0.662999999999556 0.845285154044895 4.59252321619573 1.81499959147493 1.15973844616549 1.13205931065308 1.39772636240696
200426_122650931 0.679000000000087 0.89506930887628 4.89976209484706 2.02266713677949 1.22943528175661 1.21700636536584 1.5298622507766
200426_122650945 0.695999999999913 0.987542042215885 5.00592013901883 2.03605605930233 1.29774238868891 1.24190671391324 1.55702512279497
200426_122650960 0.71100000000024 0.975187728588786 5.20550921112095 2.03265411394665 1.33356705545019 1.33724984929456 1.65052443995362
200426_122650976 0.728000000000065 1.06148330511486 5.41146179134387 2.04434206379165 1.36768002044364 1.32658204240719 1.68935440652072
200426_122650992 0.742999999999483 1.05530614830131 5.51125632739496 2.04264109111381 1.38572892055838 1.39729445134812 1.71093513939718
200426_122651014 0.759000000000015 1.05530614830131 5.51125632739496 2.04264109111381 1.38572892055838 1.39729445134812 1.71093513939718
200426_122651040 0.791000000000167 1.0339618590472 5.61179674463466 2.13978040250464 1.41986219209547 1.38658310498567 1.74978357022077
200426_122651057 0.807999999999993 1.02160754542011 5.81138581673679 2.13637845714902 1.4036575745674 1.42183339883263 1.78295253634285
200426_122651071 0.82300000000032 1.11408027875972 5.91754386090867 2.14976737967186 1.45592936098146 1.48178201899937 1.84344629827039
200426_122651087 0.838999999999942 1.15151011996399 6.42437181166207 2.3540329796208 1.59486004819343 1.59064385663833 2.00350707727853
200426_122651119 0.871000000000095 1.28758985132144 6.9375632705362 2.57338847477035 1.73411901860533 1.6990871722057 2.16384577514587
200426_122651135 0.88799999999992 1.33119684933927 7.34459668523857 2.77935504739708 1.83944976587242 1.8182363994578 2.28549522036327
200426_122651150 0.903000000000247 1.40232529342477 7.55129514665015 2.8898832813108 1.89221175937636 1.87773223353267 2.34640061518061
200426_122651182 0.920000000000073 1.46109942388317 7.9575826801638 2.99700956986885 1.99792928495982 1.99656577259055 2.46837318283946
200426_122651213 0.966999999999643 1.45492226706962 8.05737721621489 2.99530859719101 2.0322453645777 1.9853074782426 2.5073949694817
