Time(ddMMyy_HHmmssfff) Time(s) x(mm) y(mm) z(mm) rx(deg) ry(deg) rz(deg)
200426_110207470 0 1.4210854715202E-14 5.6843418860808E-14 0 2.48480834489337E-17 3.9756933518294E-16 3.72721251734006E-17
200426_110227478 0 1.4210854715202E-14 5.6843418860808E-14 0 2.48480834489337E-17 3.9756933518294E-16 3.72721251734006E-17
200426_110227511 0.0229999999999109 1.4210854715202E-14 5.6843418860808E-14 0 2.48480834489337E-17 3.9756933518294E-16 3.72721251734006E-17
200426_110227716 0.231999999999971 0.0695387244603154 0.502916477982069 0.205522217715043 0.144061248867821 0.107229854151623 0.152031085162157
200426_110227794 0.279999999999973 0.0474323645602794 0.801937591790193 0.405766274677944 0.219535917826316 0.189883764625507 0.280541704441522
200426_110228094 0.542999999999893 0.530117634610235 2.82209164558492 1.13788138107412 0.70222069115066 0.706263941096616 0.888935140010287
200426_110228138 0.638999999999896 0.583357121409847 3.72467537089125 1.34405649076848 0.924894043476158 0.892439149759179 1.17226806508524
200426_110228379 0.895999999999958 1.2999735777439 6.75435946031951 2.59204494134661 1.69689018990381 1.68844367404964 2.08501168803214
200426_110228426 0.94399999999996 1.36951230220421 7.25727593830152 2.79756715906171 1.83196688048129 1.82506424096437 2.27584382618689
200426_110228659 1.16699999999992 1.80971716527824 10.0760351650597 3.73074243739472 2.52641397097655 2.5147222889145 3.1526777265943
200426_110228728 1.20699999999988 1.87925588973856 10.5789516430418 3.93626465510988 2.66404917257651 2.64858524544161 3.34576230795216
200426_110228918 1.43200000000002 2.33575999047329 12.9980436224756 4.86878704146369 3.25400481277286 3.2629172338056 4.06321639173695
200426_110229028 1.47900000000004 2.49200283346673 13.7044908037891 5.17946461392023 3.4293006217263 3.42928943902999 4.24752273195971
200426_110229186 1.70399999999995 2.80942948528082 15.1177498272589 5.70094256484401 3.80498924928957 3.78050668199469 4.69025298413277
200426_110229218 1.7349999999999 2.79633890062321 15.3172187900784 5.80114620482277 3.81607685931667 3.83512699892238 4.79819276712332
200426_110229438 1.952 2.96159751885907 15.9241138204035 6.01178336029534 3.99340321882283 3.99949023435784 4.98435713146139
200426_110229470 1.98299999999995 2.96159751885907 15.9241138204035 6.01178336029534 3.99340321882283 3.99949023435784 4.98435713146139
200426_110229502 2 2.96159751885907 15.9241138204035 6.01178336029534 3.99340321882283 3.99949023435784 4.98435713146139
200426_110229738 2.25499999999988 2.89699976022601 15.4215620032639 5.706383948591 3.81607685931667 3.83512699892238 4.79819276712332
