Time(ddMMyy_HHmmssfff) Time(s) x(mm) y(mm) z(mm) rx(deg) ry(deg) rz(deg)
200426_105352694 0 1.90049609322655 10.17964905656 3.83573456914138 2.52641397097655 2.5147222889145 3.1526777265943
200426_105357702 0 0.31335184239893 1.51317583530073 0.521641173918567 0.370288836822641 0.401367380102825 0.489646310804338
200426_105357751 0.0240000000000009 0.31335184239893 1.51317583530073 0.521641173918567 0.384270223585817 0.366568512398533 0.455251545157908
200426_105357792 0.0890000000000555 0.278154897841262 2.01166591192839 0.822088870860284 0.515351536300219 0.507407953480539 0.642593157461155
200426_105357823 0.120000000000005 0.347693622301591 2.51458238991046 1.02761108857533 0.660718217044053 0.613015840867422 0.795823155190372
200426_105358102 0.360000000000014 0.978472116514624 5.44101724868085 2.07073021341768 1.32383230845732 1.35559105056468 1.69153513975303
200426_105358171 0.47199999999998 1.15274650999292 5.94836012801738 2.18132695190604 1.50593251549963 1.49381365247807 1.83504819962489
200426_105358203 0.504000000000019 1.21326945921079 6.55082875698798 2.48688958660517 1.64041246258266 1.63107005070893 2.02535922976349
200426_105358235 0.537000000000035 1.36951230220421 7.25727593830152 2.79756715906171 1.83196688048129 1.82506424096437 2.27584382618689
200426_105358267 0.567999999999984 1.53884572985525 7.76425415679557 3.00804109153933 1.94543718595823 1.93930673488191 2.39561453479437
200426_105358314 0.615999999999985 1.53069611102489 7.9640877804577 3.0083675375289 2.02434530408093 2.01819482592305 2.52705566443128
200426_105358394 0.633000000000038 1.52168033578246 8.06363993144618 3.10840795451298 2.02434530408093 2.01819482592305 2.52705566443128
200426_105358426 0.720000000000027 1.83009121235412 9.57645110590437 3.72992632242074 2.42459496411328 2.36719286440224 2.99668531714978
200426_105358457 0.753000000000043 1.9086457120569 9.97981543289791 3.83540812315175 2.52641397097655 2.5147222889145 3.1526777265943
200426_105358489 0.783999999999992 1.98720021175963 10.3831797598916 3.94088992388288 2.60643368676762 2.59234509737904 3.28508100536186
200426_105358521 0.816000000000031 1.98312540234446 10.4830965717226 3.94105314687766 2.64149777897947 2.62736602836526 3.27391615856324
200426_105358553 0.849000000000046 1.97905059292927 10.5830133835537 3.94121636987245 2.66404917257651 2.64858524544161 3.34576230795216
200426_105358584 0.879999999999995 2.05266412680476 10.9860130497047 4.14657536459271 2.70886448112838 2.7393933468506 3.44157038377225
200426_105358631 0.927999999999997 2.19581638514059 11.8919291938378 4.55745657702806 2.975836188956 2.94980648474932 3.72207131891104
200426_105358679 0.975999999999999 2.35700019396126 12.598741035994 4.76825695549525 3.13745377824071 3.15169731090424 3.94064034201258
200426_105358710 1.00800000000004 2.35292538454608 12.698657847825 4.76842017849003 3.20833375370131 3.17275476769105 3.96668299519289
200426_105358726 1.024 2.35292538454608 12.698657847825 4.76842017849003 3.20833375370131 3.17275476769105 3.96668299519289
200426_105358774 1.072 2.44049565949126 13.0024700238301 4.77386156223707 3.25400481277286 3.2629172338056 4.06321639173695
200426_105358829 1.12 2.5967385024847 13.7089172051436 5.08453913469356 3.4293006217263 3.42928943902999 4.24752273195971
200426_105358869 1.16800000000001 2.65726145170257 14.3113858341143 5.39010176939269 3.55725939415585 3.59479811467178 4.47839677558895
200426_105358901 1.20000000000005 2.64911183287222 14.5112194577763 5.39042821538226 3.62843653108745 3.61540316720163 4.5047802574755
200426_105358917 1.21600000000001 2.64911183287222 14.5112194577763 5.39042821538226 3.62843653108745 3.61540316720163 4.5047802574755
200426_105358964 1.26400000000001 2.73989076082049 14.6148333492768 5.49542034712891 3.65172582409713 3.63565590929466 4.57721521133341
200426_105358995 1.29600000000005 2.82659487935361 14.8183640526082 5.6005757018703 3.71055612237443 3.69069873878031 4.63901353955675
200426_105359011 1.31200000000001 2.81350429469599 15.0178330154278 5.70077934184923 3.76944929181387 3.74567955066106 4.70087127322517
200426_105359058 1.35300000000007 2.89205879439875 15.4211973424214 5.80626114258018 3.88742443651198 3.85545462600339 4.82476518468519
200426_105359090 1.38400000000001 2.87896820974115 15.6206663052409 5.906464782559 3.91089609151871 3.87545108443028 4.89735010255733
200426_105359137 1.39999999999998 2.87896820974115 15.6206663052409 5.906464782559 3.91089609151871 3.87545108443028 4.89735010255733
200426_105359159 1.44799999999998 2.87896820974115 15.6206663052409 5.906464782559 3.91089609151871 3.87545108443028 4.89735010255733
200426_105359201 1.49599999999998 2.97468810351668 15.7246448575839 5.91157972031641 3.9342313539497 3.94476499833214 4.92224266442697
200426_105359232 1.52800000000002 2.96567232827422 15.8241970085724 6.0116201373005 3.97002035688247 3.93019105159191 4.95941996747105
200426_105359292 1.54399999999998 2.96159751885907 15.9241138204035 6.01178336029534 3.99340321882283 3.99949023435784 4.98435713146139
200426_105359327 1.62400000000002 2.95752270944388 16.0240306322345 6.01194658329013 3.99340321882283 3.99949023435784 4.98435713146139
