Time(s) x(mm) y(mm) z(mm) rx(deg) ry(deg) rz(deg)
0 0 0 0 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
0 0 0 0 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
0.0799999999999272 -0.00121524972404075 0.00354137189322046 0.0999298846853662 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
0.175999999999931 -0.00121524972404075 0.00354137189322046 0.0999298846853662 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
0.271999999999935 -0.0024304994480957 0.00708274378638407 0.199859769370676 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
0.688000000000102 -0.00364574917213645 0.0106241156796045 0.299789654055985 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
0.865000000000009 -0.00364574917213645 0.0106241156796045 0.299789654055985 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
0.94399999999996 -0.00364574917213645 0.0106241156796045 0.299789654055985 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.03199999999993 -0.00364574917213645 0.0106241156796045 0.299789654055985 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.07999999999993 -0.0024304994480957 0.00708274378638407 0.199859769370676 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.14400000000001 -0.0024304994480957 0.00708274378638407 0.199859769370676 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.22399999999993 0.00121524972405496 -0.00354137189316361 -0.0999298846852525 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.27999999999997 0.0024304994480957 -0.00708274378638407 -0.199859769370619 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.32799999999997 0.00364574917213645 -0.0106241156795477 -0.299789654055985 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.37599999999998 0.0529933597282053 0.0617827023822315 -0.80210635299261 -0.0450985771603408 -0.0281060294981411 0.00945014066370336
1.4559999999999 0.013367746964505 -0.038955090825084 -1.09922873153852 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.51999999999998 0.013367746964505 -0.038955090825084 -1.09922873153852 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.56799999999998 0.0170134961366415 -0.0495792065046885 -1.3990183855945 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
1.61599999999999 -0.0213533460435968 0.0589534757967272 -2.10382235996866 3.9756933518294E-16 1.9878466759147E-16 2.76434928369388E-16
