Time(ddMMyy_HHmmssfff) Time(s) x(mm) y(mm) z(mm) rx(deg) ry(deg) rz(deg)
200426_132044282 0 0 0 0 0 -1.59027734073176E-15 2.48480834489337E-17
200426_132103171 0 0 0 0 0 -1.59027734073176E-15 2.48480834489337E-17
200426_132103243 0.0310000000008586 0.000328857851016551 0.0999924483695054 -0.00118411215237302 0.0141268875262789 0.0249818431122942 0.072174694570693
200426_132103268 0.0949999999993452 -0.021169162774612 0.201212239092854 0.0952129265734243 0.0495755274368834 0.0601533216647139 0.0611969259166023
200426_132103283 0.111000000000786 -0.0208403049235955 0.301204687462302 0.0940288144210513 0.0817401410439657 0.0494664659361959 0.101354383470596
200426_132103299 0.127000000000407 0.05524998947093 0.40236202963041 0.21225511954998 0.0992135095709793 0.12025784386144 0.122443286365441
200426_132103315 0.144000000000233 0.05524998947093 0.40236202963041 0.21225511954998 0.0992135095709793 0.12025784386144 0.122443286365441
200426_132103331 0.158999999999651 0.0555788473219465 0.502354477999859 0.211071007397607 0.131397953763099 0.109529058349897 0.162618519456352
200426_132103363 0.191000000000713 0.0559077051729773 0.602346926369364 0.209886895245234 0.148914001241447 0.180313459747821 0.183739172280157
200426_132103395 0.22400000000016 0.0347385423983511 0.803559165462161 0.305099821818658 0.195378790118424 0.194368638304667 0.296195367290711
200426_132103411 0.238999999999578 0.132655715269571 0.903489165276426 0.325744976069416 0.230901084195704 0.229507263401263 0.285295410565587
200426_132103427 0.263000000000829 0.0135693796237319 1.00477140455496 0.400312748392139 0.263115654568427 0.218660103092544 0.325497762583768
200426_132103458 0.288000000000466 0.187576846889471 1.20585874653739 0.539184207771882 0.312980787329987 0.278533404366354 0.386928385280303
200426_132103474 0.304000000000087 0.209403725366144 1.20463140418354 0.441603056893655 0.312980787329987 0.278533404366354 0.386928385280303
200426_132103490 0.318999999999505 0.0906462475713283 1.40590609183158 0.514986717064005 0.362908540558501 0.338357375118724 0.448408772105968
200426_132103506 0.334999999999127 0.264324856986072 1.50700098544434 0.655042288596064 0.412898968599478 0.398131907737324 0.509939013012387
200426_132103522 0.351000000000568 0.286151735462724 1.50577364309049 0.557461137717951 0.380625361279498 0.409105513116689 0.469683651762294
200426_132103585 0.368000000000393 0.145567379191256 1.70827567309243 0.728425948766414 0.427337305984809 0.422760285001631 0.582317546260618
200426_132103601 0.431000000000495 0.516066907901461 2.30920791144212 0.906219492342871 0.595569483244385 0.566022857376754 0.735129323186709
200426_132103633 0.462999999999738 0.397309430106631 2.51048259909015 0.979603152513164 0.645830648865128 0.625556139719177 0.79687741871245
200426_132103649 0.47899999999936 0.474057440203218 2.81162483799727 1.09546123333746 0.696154732440315 0.685039391810995 0.858675797771902
200426_132103665 0.4950000000008 0.571645755223393 2.81156238944197 1.11729049974059 0.696154732440315 0.685039391810995 0.858675797771902
200426_132103681 0.511000000000422 0.474386298054249 2.91161728636678 1.09427712118509 0.746541787904495 0.744472504919574 0.920524549235618
200426_132103697 0.528000000000247 0.551134308150829 3.21275952527378 1.21013520200927 0.82938234506375 0.792515982913164 1.02278454607326
200426_132103713 0.542999999999665 0.74663979604221 3.31262707653275 1.25260962266316 0.84750503003026 0.863187878333834 1.04437352411957
200426_132103729 0.558999999999287 0.551792023852862 3.41274442201274 1.20776697770452 0.84750503003026 0.863187878333834 1.04437352411957
200426_132103744 0.575000000000728 0.628540033949449 3.7138866609198 1.32362505852871 0.912918898847045 0.946692415159951 1.17900262694266
200426_132103760 0.591000000000349 0.802218643364156 3.81498155453255 1.46368063006082 0.981169198896517 0.970233937625498 1.20883805492863
200426_132103776 0.608000000000175 0.704959186194998 3.9150364514573 1.44066725150526 0.981169198896517 0.970233937625498 1.20883805492863
200426_132103792 0.622999999999593 0.684447739122405 4.3162335872891 1.53351195377405 1.04681695380171 1.05347585572487 1.34364944460101
200426_132103820 0.638999999999214 0.955385805706293 4.31727358397717 1.69658090386162 1.11515302097295 1.07687147643742 1.37356620407561
200426_132103840 0.671000000000276 0.837614901464569 4.81852561673367 1.76641222757479 1.18103450475915 1.15984968847514 1.50856019478595
200426_132103856 0.688000000000102 1.01129351087928 4.91962051034653 1.90646779910696 1.2853848489776 1.21805285950479 1.52810892748395
200426_132103872 0.70299999999952 1.0116223687303 5.01961295871598 1.90528368695459 1.26794617674761 1.25369786085872 1.56043474198572
200426_132103888 0.718999999999141 0.893193748786516 5.32088009473352 1.9774832349724 1.35154659033504 1.30074338244795 1.66332496432562
200426_132103904 0.735000000000582 1.06720121605226 5.52196743671584 2.1163546943522 1.40268693708288 1.35948840795162 1.72578523960913
200426_132103936 0.752000000000407 0.948772596108462 5.82323457273338 2.18855424237017 1.43654544039164 1.45383647817813 1.82065599205484
200426_132103960 0.782999999999447 1.12310892122524 6.1243143630852 2.32624158959743 1.55648932218009 1.53541336727663 1.91347458673118
200426_132103983 0.815000000000509 1.10226861630163 6.42551905054751 2.42027040401854 1.64051041771257 1.58190648060312 2.01671530942139
200426_132103999 0.832000000000335 1.15718974792156 6.72788863180836 2.633709635721 1.67475360064609 1.67600587543757 2.11186952453313
200426_132104015 0.846999999999753 1.37419325643859 6.72653639234403 2.57978701764904 1.71086482786525 1.71087081079123 2.10162851993937
200426_132104031 0.862999999999374 1.25543577864376 6.92781107999207 2.65317067781939 1.72632006160011 1.73439685000364 2.17466684547054
200426_132104047 0.879000000000815 1.28885888963804 7.33140045197626 2.9630069482476 1.8794923799666 1.80310926093843 2.30859874706654
200426_132104063 0.895000000000437 1.4082740831349 7.33011066106718 2.8872550637725 1.89853470082978 1.87359545946724 2.33090862153613
200426_132104079 0.912000000000262 1.43075867731361 7.52886821545235 2.78730568858958 1.89853470082978 1.87359545946724 2.33090862153613
200426_132104143 0.92699999999968 1.38842035176436 7.93129269363794 2.97773154173655 1.99868803455893 1.94271804009761 2.50773644450452
200426_132104161 0.992000000000189 1.73742185984892 8.63344472271103 3.25192212403886 2.19095923353662 2.1514519745779 2.68713814537635
200426_132104174 1.00699999999961 1.64016240267973 8.73349961963578 3.2289087454833 2.17396518532774 2.18711332935317 2.71967408750073
200426_132104190 1.02299999999923 1.61965095560714 9.13469675546753 3.32175344775203 2.24199384271849 2.26805791946965 2.85626833829588
200426_132104223 1.05500000000029 1.79365842287291 9.33578409744985 3.46062490713172 2.33064167677681 2.3605681424469 2.90968547160925
200426_132104239 1.07200000000012 1.67555866078015 9.73704368183689 3.53164034299732 2.41586877152331 2.40555160177318 3.01393696697257
200426_132104255 1.08699999999953 1.92499870673838 9.83930346924819 3.79110633181068 2.46830554911559 2.46316479099174 3.07744913129053
200426_132104271 1.10299999999916 1.94715444306606 9.93806857526386 3.69234106878014 2.46830554911559 2.46316479099174 3.07744913129053
200426_132104287 1.1190000000006 1.82872582312227 10.2393357112815 3.76454061679806 2.53689275703081 2.54354215132723 3.21447330787863
200426_132104319 1.15200000000004 1.98090641191136 10.4416503956176 4.00099322705603 2.62600268083031 2.63568027385189 3.26830373654203
200426_132104353 1.18299999999908 2.03681411708434 11.0439973219869 4.21088012230126 2.76442668832071 2.73739129352859 3.43670354027047
200426_132104369 1.19900000000052 2.13440243210452 11.0439348734316 4.23270938870439 2.74771889800747 2.77306097941269 3.4693783926745
200426_132104383 1.21600000000035 2.01597381216074 11.3452020094492 4.30490893672237 2.83357267692991 2.81719574898162 3.5741602012222
200426_132104399 1.23099999999977 2.07089494378065 11.6475715907101 4.51834816842478 2.92314700610801 2.90895726471476 3.62840656114086
200426_132104415 1.24699999999939 2.28789845229766 11.6462193512457 4.46442555035287 2.92314700610801 2.90895726471476 3.62840656114086
200426_132104432 1.26300000000083 2.16914097450286 11.8474940388938 4.53780921052316 2.97618330567903 2.96603625336684 3.69241463386072
200426_132104446 1.27900000000045 2.22406210612277 12.1498636201547 4.75124844222557 3.06233135469394 3.00977448387691 3.79744475220117
200426_132104462 1.29600000000028 2.32165042114299 12.1498011715994 4.7730777086287 3.09900940846921 3.04436670222198 3.78782903893575
200426_132104494 1.31099999999969 2.30146783192141 12.6509907558007 4.86473829874501 3.18532877025791 3.14582424116749 3.99955047608221
200426_132104510 1.34300000000076 2.39905614694159 12.6509283072455 4.8865675651482 3.22207730663481 3.18038069822385 3.99000124674431
200426_132104526 1.35900000000038 2.30212554762346 12.8509756525397 4.86237007444026 3.20558869915051 3.21604910467457 4.02279356582664
200426_132104542 1.3760000000002 2.37887355772002 13.1521178914468 4.97822815526456 3.29210861351842 3.25930541698036 4.12814052924926
200426_132104558 1.39099999999962 2.57405018776037 13.1519929943362 5.02188668807082 3.32889954465171 3.29384064367261 4.11864188901622
200426_132104574 1.40699999999924 2.47679073059123 13.252047891261 4.99887330951532 3.31246356893371 3.32950878170932 4.15145959226795
200426_132104590 1.42300000000068 2.45595042566763 13.5532525787232 5.09290212393637 3.39914863284292 3.37256362040578 4.2569468902249
200426_132104606 1.43900000000031 2.55386759853882 13.6531825785374 5.11354727818713 3.43598218559157 3.40707747148582 4.24749898447142
200426_132104622 1.45600000000013 2.55386759853882 13.6531825785374 5.11354727818713 3.41959896711116 3.44274522045267 4.28034236389909
200426_132104654 1.47099999999955 2.53335615146624 14.0543797143692 5.20639198045581 3.50644921462674 3.48559791214634 4.38597018620854
200426_132104676 1.50300000000061 2.53401386716828 14.2543646111082 5.20402375615106 3.56019733662198 3.54203079681968 4.45056337988359
200426_132104702 1.53600000000006 2.70802133443404 14.4554519530906 5.3428952155308 3.61401074318405 3.59840735003537 4.51521104094029
200426_132104717 1.55099999999948 2.68619445595738 14.4566792954444 5.44047636640903 3.61401074318405 3.59840735003537 4.51521104094029
200426_132104733 1.5669999999991 2.68685217165942 14.6566641921834 5.43810814210428 3.66788948201728 3.65472745357505 4.5799132467977
200426_132104749 1.58300000000054 2.66568300888479 14.8578764312762 5.53332106867771 3.72183360068852 3.7109909890415 4.64467007465264
200426_132104765 1.60000000000036 2.76327132390497 14.8578139827209 5.55515033508084 3.72183360068852 3.7109909890415 4.64467007465264
200426_132104781 1.61599999999999 2.64418498825915 14.9590962219995 5.62971810740351 3.73885174832829 3.73276408298946 4.71876003701598
200426_132104797 1.6309999999994 2.72060414050471 15.160246012537 5.74676030038012 3.80910122997707 3.75325507200222 4.75065440871868
200426_132104813 1.64700000000084 2.81819245552489 15.1601835639818 5.76858956678325 3.80910122997707 3.75325507200222 4.75065440871868
200426_132104829 1.65500000000065 2.79669443489924 15.2614033547051 5.86498660550899 3.82991816711321 3.82334788127328 4.77434790402148
200426_132104846 1.67100000000028 2.79702329275025 15.3613958030745 5.86380249335662 3.86319331726248 3.80935968907676 4.81553641128674
200426_132104861 1.6880000000001 2.9164384862471 15.3601060121655 5.78805060888169 3.90021959756557 3.84377782031146 4.80630091108191
200426_132104877 1.70299999999952 2.79735215060128 15.461388251444 5.8626183812043 3.88405870929568 3.87944100035194 4.83926905880364
200426_132104892 1.73500000000058 2.89526932347248 15.5613182512582 5.88326353545506 3.90120796770793 3.90107642121095 4.9134464623675
200426_132104924 1.75200000000041 2.89526932347248 15.5613182512582 5.88326353545506 3.91735088416676 3.86540733115971 4.88047323273467
200426_132104940 1.76800000000003 2.79800986630331 15.661373148183 5.86025015689955 3.93826482017031 3.93547707598434 4.90424514211671
200426_132104956 1.78299999999945 2.87410016069786 15.7625304903511 5.97847646202854 3.93826482017031 3.93547707598434 4.90424514211671
200426_132104972 1.79900000000089 2.89592703917452 15.7613031479972 5.88089531115031 3.9715739774349 3.92139787915585 4.94546494908462
200426_132105003 1.83200000000033 2.87442901854889 15.8625229387206 5.97729234987617 3.99253654658783 3.99145598888198 4.96927623002274
200426_132105019 1.84699999999975 2.97201733356906 15.8624604901653 5.9991216162793 3.99253654658783 3.99145598888198 4.96927623002274
200426_132105035 1.86299999999937 2.97234619142008 15.9624529385349 5.99793750412692 3.99253654658783 3.99145598888198 4.96927623002274
200426_132105051 1.87900000000081 2.97234619142008 15.9624529385349 5.99793750412692 3.99253654658783 3.99145598888198 4.96927623002274
200426_132105067 1.89500000000044 2.95051931294341 15.9636802808887 6.09551865500515 3.99253654658783 3.99145598888198 4.96927623002274
200426_132105083 1.91200000000026 2.97234619142008 15.9624529385349 5.99793750412692 4.02586264366404 3.97733121379253 5.01051163612785
200426_132105099 1.92699999999968 2.95051931294341 15.9636802808887 6.09551865500515 4.02586264366404 3.97733121379253 5.01051163612785
200426_132105115 1.9429999999993 2.95051931294341 15.9636802808887 6.09551865500515 4.02586264366404 3.97733121379253 5.01051163612785
200426_132105130 1.95900000000074 2.97234619142008 15.9624529385349 5.99793750412692 4.02586264366404 3.97733121379253 5.01051163612785
200426_132105147 1.97500000000036 2.97234619142008 15.9624529385349 5.99793750412692 3.99253654658783 3.99145598888198 4.96927623002274
200426_132105162 1.99200000000019 2.97234619142008 15.9624529385349 5.99793750412692 3.99253654658783 3.99145598888198 4.96927623002274
200426_132105178 2.00699999999961 2.97234619142008 15.9624529385349 5.99793750412692 3.99253654658783 3.99145598888198 4.96927623002274
200426_132105210 2.03900000000067 2.99417306989675 15.961225596181 5.9003563532487 3.95545776251435 3.95706644232916 4.97845177209257
200426_132105226 2.05500000000029 2.99384421204572 15.8612331478115 5.90154046540107 3.95545776251435 3.95706644232916 4.97845177209257
200426_132105247 2.07200000000012 2.99351535419469 15.761240699442 5.90272457755344 3.93826482017031 3.93547707598434 4.90424514211671
200426_132105274 2.10299999999916 2.99351535419469 15.761240699442 5.90272457755344 3.92213856885696 3.97114745871059 4.93721280750282
200426_132105312 2.13600000000042 2.91742505980016 15.6600833572739 5.78449827242457 3.8679057635017 3.91511189051775 4.87222314505909
