0,0,0,0,0,0,0
0.2,-0.4281,-1.2327,0.4997,0,0,0
0.4,-0.8561,-2.4654,0.9993,0,0,0
0.6,-1.2842,-3.6981,1.499,0,0,0
0.8,-1.8052,-5.5489,1.9459,0,0,0
1,-2.2486,-7.081,2.3785,0,0,0
1.2,-2.6413,-8.3889,2.8126,0,0,0
1.4,-3.1825,-10.1746,3.4006,0,0,0
1.6,-3.2451,-10.5253,3.4279,0,0,0
1.8,-3.4069,-5.5346,4.1883,0,0,0
2,-2.625,-3.5188,3.2904,0,0,0
2.2,-2.374,-2.0965,3.1723,0,0,0
2.4,-1.0855,-3.2015,0.9935,0,0,0
2.6,-0.7783,-2.7497,0.5375,0,0,0
2.8,-0.5646,-2.0071,0.2912,0,0,0
3,-0.3168,-0.878,0.1589,0,0,0
3.2,-0.2703,-0.6536,0.172,0,0,0
3.4,-0.2738,-0.6144,0.2324,0,0,0
3.6,-0.2632,-0.5346,0.2561,0,0,0
3.8,-0.3088,-0.8173,0.4334,0,0,0
4,-0.8401,-1.9739,1.1789,0,0,0
4.2,-1.3335,-4.0136,1.6159,0,0,0
4.4,-1.9602,-6.2028,2.2341,0,0,0
4.6,-2.4838,-8.1095,2.5304,0,0,0
4.8,-3.0084,-9.9501,3.1279,0,0,0
5,-3.3534,-11.2663,3.7816,0,0,0
5.2,-3.4147,-11.6484,3.7269,0,0,0
5.4,-2.876,-9.9757,3.1763,0,0,0
5.6,-2.362,-7.7462,2.3006,0,0,0
5.8,-1.7443,-5.6807,1.6411,0,0,0
6,-1.2737,-3.7728,1.1845,0,0,0
6.2,-1.0877,-2.818,0.8867,0,0,0
6.4,-0.8769,-1.985,0.9058,0,0,0
6.6,-0.7464,-1.496,0.7745,0,0,0
6.8,-0.6725,-0.9401,0.7867,0,0,0
7,-0.5961,-0.5502,0.8352,0,0,0
7.2,-0.5583,-0.5478,0.8077,0,0,0
7.4,-0.6476,-0.968,1.0002,0,0,0
7.6,-1.0095,-2.4128,1.2657,0,0,0
7.8,-1.1738,-3.2263,1.4317,0,0,0
8,-1.4399,-4.4493,1.6846,0,0,0
8.2,-2.0801,-7.3234,2.2898,0,0,0
8.4,-2.7609,-9.5617,2.7579,0,0,0
8.6,-3.1394,-11.0162,3.0505,0,0,0
8.8,-3.5659,-13.131,3.5473,0,0,0
9,-3.2829,-11.3719,3.2318,0,0,0
9.2,-2.9485,-9.6429,2.8424,0,0,0
9.4,-2.5215,-7.5998,2.4,0,0,0
9.6,-1.9935,-5.7835,1.9027,0,0,0
9.8,-1.2852,-3.7886,1.3686,0,0,0
10,-0.9715,-2.7623,1.1349,0,0,0
10.2,-0.4776,-1.9766,0.7783,0,0,0
10.4,-0.4798,-1.421,0.7041,0,0,0
10.6,-0.566,-0.9821,0.7323,0,0,0
10.8,-0.6479,-0.695,0.7851,0,0,0
11,-0.6459,-0.7545,0.828,0,0,0
11.2,-0.5073,-0.8314,0.7449,0,0,0
11.4,-0.5794,-1.213,0.8766,0,0,0
11.6,-1.1117,-2.6525,1.2275,0,0,0
11.8,-1.3144,-3.4091,1.3088,0,0,0
12,-1.6756,-4.6922,1.6661,0,0,0
12.2,-2.668,-7.9926,2.6365,0,0,0
12.4,-3.6566,-11.2184,3.5925,0,0,0
12.6,-2.8536,-6.8455,2.6675,0,0,0
12.8,-4.1766,-13.1078,4.1003,0,0,0
13,-3.9256,-11.9888,3.9667,0,0,0
13.2,-3.4532,-10.4246,3.4985,0,0,0
13.4,-2.8736,-8.5843,2.8724,0,0,0
13.6,-2.1184,-6.2659,2.1302,0,0,0
13.8,-1.7109,-5.0729,1.7663,0,0,0
14,-1.2306,-4.0518,1.3392,0,0,0
14.2,-1.0381,-2.9946,1.2193,0,0,0
14.4,-0.6648,-2.0262,0.8784,0,0,0
14.6,-0.6537,-1.3451,0.8017,0,0,0
14.8,-0.6118,-1.1959,0.7569,0,0,0
15,-0.3648,-0.9307,0.5346,0,0,0
15.2,-0.4695,-0.9279,0.6007,0,0,0
15.4,-0.3995,-0.457,0.5232,0,0,0
15.6,-0.6758,-1.0945,0.7628,0,0,0
15.8,-0.7862,-2.147,0.9189,0,0,0
16,-1.2026,-3.2258,1.244,0,0,0
16.2,-1.7123,-4.8796,1.7205,0,0,0
16.4,-2.5018,-6.9332,2.4836,0,0,0
16.6,-3.113,-8.9994,3.1322,0,0,0
16.8,-3.5509,-10.6747,3.5998,0,0,0
17,-3.6325,-10.7679,3.6788,0,0,0
17.2,-2.9771,-8.818,3.0269,0,0,0
17.4,-2.1525,-6.4289,2.1651,0,0,0
17.6,-1.6111,-5.1426,1.6614,0,0,0
17.8,-1.3631,-4.0756,1.4744,0,0,0
18,-0.8392,-2.8686,0.9602,0,0,0
18.2,-0.6324,-1.9854,0.7457,0,0,0
18.4,-0.4166,-1.2674,0.5153,0,0,0
18.6,-0.3682,-1.108,0.4602,0,0,0
18.8,-0.3979,-1.1072,0.4897,0,0,0
19,-0.1932,-0.8132,0.2932,0,0,0
19.2,-0.0932,-0.4925,0.1855,0,0,0
19.4,-0.2278,-0.3294,0.2931,0,0,0
19.6,-0.3575,-0.5575,0.4194,0,0,0
19.8,-0.6795,-1.3057,0.7643,0,0,0
20,-1.1738,-2.6823,1.259,0,0,0
20.2,-1.6532,-3.9953,1.7135,0,0,0
20.4,-2.035,-5.4021,2.0849,0,0,0
20.6,-2.6007,-7.3534,2.6606,0,0,0
20.8,-3.2647,-9.4679,3.3219,0,0,0
21,-3.7525,-10.9998,3.8155,0,0,0
21.2,-3.5665,-10.2844,3.6433,0,0,0
21.4,-2.9946,-8.8646,3.081,0,0,0
21.6,-2.3683,-7.0382,2.4342,0,0,0
21.8,-2.1617,-6.483,2.2048,0,0,0
22,-1.1032,-3.6387,1.144,0,0,0
22.2,-0.6398,-1.9254,0.6939,0,0,0
22.4,-0.5399,-1.6602,0.5974,0,0,0
22.6,-0.4195,-1.2183,0.4859,0,0,0
22.8,-0.3258,-0.8182,0.3819,0,0,0
23,-0.2182,-0.5062,0.2614,0,0,0
23.2,-0.2171,-0.4061,0.2722,0,0,0
23.4,-0.2136,-0.4002,0.2705,0,0,0
23.6,-0.1409,-0.4084,0.1718,0,0,0
23.8,-0.4028,-0.9293,0.4625,0,0,0
24,-0.7876,-1.4597,0.9343,0,0,0
24.2,-1.0935,-2.6264,1.2298,0,0,0
24.4,-1.7142,-4.791,1.8044,0,0,0
24.6,-2.1328,-6.4364,2.1642,0,0,0
24.8,-2.749,-8.3313,2.7913,0,0,0
25,-3.1421,-9.2371,3.2793,0,0,0
25.2,-2.9999,-9.1245,3.0726,0,0,0
25.4,-2.2985,-7.1944,2.2963,0,0,0
25.6,-1.6447,-5.4461,1.5687,0,0,0
25.8,-1.034,-3.6285,0.9312,0,0,0
26,-0.5748,-2.3097,0.4246,0,0,0
26.2,-0.3182,-1.9265,0.0503,0,0,0
26.4,-0.1144,-1.4399,-0.2248,0,0,0
26.6,-0.083,-1.0758,-0.2023,0,0,0
26.8,0.0089,-0.7619,-0.3011,0,0,0
27,0.0027,-0.6353,-0.2735,0,0,0
27.2,0.0332,-0.4988,-0.3139,0,0,0
27.4,0.0824,-0.4959,-0.4229,0,0,0
27.6,-0.0313,-0.4945,-0.1935,0,0,0
27.8,-0.0099,-0.2786,-0.1924,0,0,0
28,-0.2617,-0.8464,0.1221,0,0,0
28.2,-0.6093,-1.8798,0.4969,0,0,0
28.4,-1.2884,-3.6408,1.3204,0,0,0
28.6,-1.7359,-5.1843,1.7137,0,0,0
28.8,-2.2577,-6.6534,2.3207,0,0,0
29,-2.89,-8.7809,2.8954,0,0,0
29.2,-3.5135,-10.9753,3.4437,0,0,0
29.4,-3.8008,-11.8507,3.7545,0,0,0
29.6,-3.4211,-10.5351,3.4463,0,0,0
29.8,-2.4704,-7.7325,2.4379,0,0,0
30,-1.9352,-6.412,1.5824,0,0,0
30.2,-1.3267,-4.5281,0.8742,0,0,0
30.4,-0.9082,-3.1268,0.4635,0,0,0
30.6,-0.5892,-1.9088,0.1133,0,0,0
30.8,-0.4172,-1.282,-0.0395,0,0,0
31,-0.3669,-1.2245,-0.2283,0,0,0
31.2,-0.3093,-0.8919,-0.1463,0,0,0
31.4,-0.2619,-0.4656,0.0801,0,0,0
31.6,-0.2233,0.0397,0.5181,0,0,0
31.8,-0.2067,0.0223,0.445,0,0,0
32,-0.2271,-0.0987,0.3915,0,0,0
32.2,-0.3682,-0.5858,0.5012,0,0,0
32.4,-0.583,-1.2186,0.8863,0,0,0
32.6,-0.8916,-2.1544,1.3657,0,0,0
32.8,-1.4784,-4.1903,1.7374,0,0,0
33,-1.786,-5.248,1.9201,0,0,0
33.2,-2.2486,-6.6976,2.2397,0,0,0
33.4,-3.2364,-9.8692,3.2708,0,0,0
33.6,-3.5156,-10.8499,3.7499,0,0,0
33.8,-3.4513,-10.6831,3.4598,0,0,0
34,-3.4464,-10.6725,3.4594,0,0,0
34.2,-3.4414,-10.662,3.459,0,0,0
34.4,-3.4365,-10.6515,3.4586,0,0,0
34.6,-3.4315,-10.6409,3.4581,0,0,0
34.8,-3.4265,-10.6304,3.4577,0,0,0
35,-3.4216,-10.6198,3.4573,0,0,0
35.2,-3.4166,-10.6093,3.4568,0,0,0
35.4,-3.4117,-10.5987,3.4564,0,0,0
35.6,-3.4067,-10.5882,3.456,0,0,0
35.8,-3.4018,-10.5776,3.4556,0,0,0
36,-3.3968,-10.5671,3.4551,0,0,0
36.2,-3.3919,-10.5566,3.4547,0,0,0
36.4,-3.3869,-10.546,3.4543,0,0,0
36.6,-3.3819,-10.5355,3.4538,0,0,0
36.8,-3.377,-10.5249,3.4534,0,0,0
37,-3.372,-10.5144,3.453,0,0,0
37.2,-3.3671,-10.5038,3.4526,0,0,0
37.4,-3.3621,-10.4933,3.4521,0,0,0
37.6,-3.3572,-10.4828,3.4517,0,0,0
37.8,-3.3522,-10.4722,3.4513,0,0,0
38,-3.3473,-10.4617,3.4509,0,0,0
38.2,-3.3423,-10.4511,3.4504,0,0,0
38.4,-3.3373,-10.4406,3.45,0,0,0
38.6,-3.3324,-10.43,3.4496,0,0,0
38.8,-3.3274,-10.4195,3.4491,0,0,0
39,-3.3225,-10.4089,3.4487,0,0,0
39.2,-3.3175,-10.3984,3.4483,0,0,0
39.4,-3.3126,-10.3879,3.4479,0,0,0
39.6,-3.3076,-10.3773,3.4474,0,0,0
39.8,-3.3027,-10.3668,3.447,0,0,0
40,-3.2977,-10.3562,3.4466,0,0,0
40.2,-3.2927,-10.3457,3.4461,0,0,0
40.4,-3.2878,-10.3351,3.4457,0,0,0
40.6,-3.2828,-10.3246,3.4453,0,0,0
40.8,-3.2779,-10.314,3.4449,0,0,0
41,-3.2729,-10.3035,3.4444,0,0,0
41.2,-3.268,-10.293,3.444,0,0,0
41.4,-3.263,-10.2824,3.4436,0,0,0
41.6,-3.2581,-10.2719,3.4432,0,0,0
41.8,-3.2531,-10.2613,3.4427,0,0,0
42,-3.2481,-10.2508,3.4423,0,0,0
42.2,-3.2432,-10.2402,3.4419,0,0,0
42.4,-3.2382,-10.2297,3.4414,0,0,0
42.6,-3.2333,-10.2191,3.441,0,0,0
42.8,-3.2283,-10.2086,3.4406,0,0,0
43,-3.2234,-10.1981,3.4402,0,0,0
43.2,-3.2184,-10.1875,3.4397,0,0,0
43.4,-3.2135,-10.177,3.4393,0,0,0
43.6,-3.2085,-10.1664,3.4389,0,0,0
43.8,-3.2035,-10.1559,3.4384,0,0,0
44,-3.1986,-10.1453,3.438,0,0,0
44.2,-3.1936,-10.1348,3.4376,0,0,0
44.4,-3.1887,-10.1243,3.4372,0,0,0
44.6,-3.1837,-10.1137,3.4367,0,0,0
44.8,-3.1788,-10.1032,3.4363,0,0,0
45,-3.1738,-10.0926,3.4359,0,0,0
45.2,-3.1689,-10.0821,3.4355,0,0,0
45.4,-3.1639,-10.0715,3.435,0,0,0
45.6,-3.1589,-10.061,3.4346,0,0,0
45.8,-3.154,-10.0504,3.4342,0,0,0
46,-3.149,-10.0399,3.4337,0,0,0
46.2,-3.1441,-10.0294,3.4333,0,0,0
46.4,-3.1391,-10.0188,3.4329,0,0,0
46.6,-3.1342,-10.0083,3.4325,0,0,0
46.8,-3.1292,-9.9977,3.432,0,0,0
47,-3.1243,-9.9872,3.4316,0,0,0
47.2,-3.1193,-9.9766,3.4312,0,0,0
47.4,-3.1143,-9.9661,3.4307,0,0,0
47.6,-3.1094,-9.9555,3.4303,0,0,0
47.8,-3.1044,-9.945,3.4299,0,0,0
48,-3.0995,-9.9345,3.4295,0,0,0
48.2,-3.0945,-9.9239,3.429,0,0,0
48.4,-3.0896,-9.9134,3.4286,0,0,0
48.6,-3.0846,-9.9028,3.4282,0,0,0
48.8,-3.0797,-9.8923,3.4278,0,0,0
49,-3.0747,-9.8817,3.4273,0,0,0
49.2,-3.0697,-9.8712,3.4269,0,0,0
49.4,-3.0648,-9.8606,3.4265,0,0,0
49.6,-3.0598,-9.8501,3.426,0,0,0
49.8,-3.0549,-9.8396,3.4256,0,0,0
50,-3.0499,-9.829,3.4252,0,0,0
50.2,-3.045,-9.8185,3.4248,0,0,0
50.4,-3.04,-9.8079,3.4243,0,0,0
50.6,-3.0351,-9.7974,3.4239,0,0,0
50.8,-3.0301,-9.7868,3.4235,0,0,0
51,-3.0251,-9.7763,3.423,0,0,0
51.2,-3.0202,-9.7658,3.4226,0,0,0
51.4,-3.0152,-9.7552,3.4222,0,0,0
51.6,-3.0103,-9.7447,3.4218,0,0,0
51.8,-3.0053,-9.7341,3.4213,0,0,0
52,-3.0004,-9.7236,3.4209,0,0,0
52.2,-2.9954,-9.713,3.4205,0,0,0
52.4,-2.9904,-9.7025,3.4201,0,0,0
52.6,-2.9855,-9.6919,3.4196,0,0,0
52.8,-2.9805,-9.6814,3.4192,0,0,0
53,-2.9756,-9.6709,3.4188,0,0,0
53.2,-2.9706,-9.6603,3.4183,0,0,0
53.4,-2.9657,-9.6498,3.4179,0,0,0
53.6,-2.9607,-9.6392,3.4175,0,0,0
53.8,-2.9558,-9.6287,3.4171,0,0,0
54,-2.9508,-9.6181,3.4166,0,0,0
54.2,-2.9458,-9.6076,3.4162,0,0,0
54.4,-2.9409,-9.597,3.4158,0,0,0
54.6,-2.9359,-9.5865,3.4153,0,0,0
54.8,-2.931,-9.576,3.4149,0,0,0
55,-2.926,-9.5654,3.4145,0,0,0
55.2,-2.9211,-9.5549,3.4141,0,0,0
55.4,-2.9161,-9.5443,3.4136,0,0,0
55.6,-2.9112,-9.5338,3.4132,0,0,0
55.8,-2.9062,-9.5232,3.4128,0,0,0
56,-2.9012,-9.5127,3.4124,0,0,0
56.2,-2.8963,-9.5022,3.4119,0,0,0
56.4,-2.8913,-9.4916,3.4115,0,0,0
56.6,-2.8864,-9.4811,3.4111,0,0,0
56.8,-2.8814,-9.4705,3.4106,0,0,0
57,-2.8765,-9.46,3.4102,0,0,0
57.2,-2.8715,-9.4494,3.4098,0,0,0
57.4,-2.8666,-9.4389,3.4094,0,0,0
57.6,-2.8616,-9.4283,3.4089,0,0,0
57.8,-2.8566,-9.4178,3.4085,0,0,0
58,-2.8517,-9.4073,3.4081,0,0,0
58.2,-2.8467,-9.3967,3.4077,0,0,0
58.4,-2.8418,-9.3862,3.4072,0,0,0
58.6,-2.8368,-9.3756,3.4068,0,0,0
58.8,-2.8319,-9.3651,3.4064,0,0,0
59,-2.8269,-9.3545,3.4059,0,0,0
59.2,-2.822,-9.344,3.4055,0,0,0
59.4,-2.817,-9.3334,3.4051,0,0,0
59.6,-2.812,-9.3229,3.4047,0,0,0
59.8,-2.8071,-9.3124,3.4042,0,0,0
60,-2.8021,-9.3018,3.4038,0,0,0
60.2,-2.7972,-9.2913,3.4034,0,0,0
60.4,-2.7922,-9.2807,3.4029,0,0,0
60.6,-2.7873,-9.2702,3.4025,0,0,0
60.8,-2.7823,-9.2596,3.4021,0,0,0
61,-2.7774,-9.2491,3.4017,0,0,0
61.2,-2.7724,-9.2385,3.4012,0,0,0
61.4,-2.7674,-9.228,3.4008,0,0,0
61.6,-2.7625,-9.2175,3.4004,0,0,0
61.8,-2.7575,-9.2069,3.4,0,0,0
62,-2.7526,-9.1964,3.3995,0,0,0
62.2,-2.7476,-9.1858,3.3991,0,0,0
62.4,-2.7427,-9.1753,3.3987,0,0,0
62.6,-2.7377,-9.1647,3.3982,0,0,0
62.8,-2.7328,-9.1542,3.3978,0,0,0
63,-2.7278,-9.1437,3.3974,0,0,0
63.2,-2.7228,-9.1331,3.397,0,0,0
63.4,-2.7179,-9.1226,3.3965,0,0,0
63.6,-2.7129,-9.112,3.3961,0,0,0
63.8,-2.708,-9.1015,3.3957,0,0,0
64,-2.703,-9.0909,3.3952,0,0,0
64.2,-2.6981,-9.0804,3.3948,0,0,0
64.4,-2.6931,-9.0698,3.3944,0,0,0
64.6,-2.6882,-9.0593,3.394,0,0,0
64.8,-2.6832,-9.0488,3.3935,0,0,0
65,-2.6782,-9.0382,3.3931,0,0,0
65.2,-2.6733,-9.0277,3.3927,0,0,0
65.4,-2.6683,-9.0171,3.3923,0,0,0
65.6,-2.6634,-9.0066,3.3918,0,0,0
65.8,-2.6584,-8.996,3.3914,0,0,0
66,-2.6535,-8.9855,3.391,0,0,0
66.2,-2.6485,-8.9749,3.3905,0,0,0
66.4,-2.6436,-8.9644,3.3901,0,0,0
66.6,-2.6386,-8.9539,3.3897,0,0,0
66.8,-2.6336,-8.9433,3.3893,0,0,0
67,-2.6287,-8.9328,3.3888,0,0,0
67.2,-2.6237,-8.9222,3.3884,0,0,0
67.4,-2.6188,-8.9117,3.388,0,0,0
67.6,-2.6138,-8.9011,3.3875,0,0,0
67.8,-2.6089,-8.8906,3.3871,0,0,0
68,-2.6039,-8.88,3.3867,0,0,0
68.2,-2.599,-8.8695,3.3863,0,0,0
68.4,-2.594,-8.859,3.3858,0,0,0
68.6,-2.589,-8.8484,3.3854,0,0,0
68.8,-2.5841,-8.8379,3.385,0,0,0
69,-2.5791,-8.8273,3.3846,0,0,0
69.2,-2.5742,-8.8168,3.3841,0,0,0
69.4,-2.5692,-8.8062,3.3837,0,0,0
69.6,-2.5643,-8.7957,3.3833,0,0,0
69.8,-2.5593,-8.7852,3.3828,0,0,0
70,-2.5544,-8.7746,3.3824,0,0,0
70.2,-2.5494,-8.7641,3.382,0,0,0
70.4,-2.5444,-8.7535,3.3816,0,0,0
70.6,-2.5395,-8.743,3.3811,0,0,0
70.8,-2.5345,-8.7324,3.3807,0,0,0
71,-2.5296,-8.7219,3.3803,0,0,0
71.2,-2.5246,-8.7113,3.3798,0,0,0
71.4,-2.5197,-8.7008,3.3794,0,0,0
71.6,-2.5147,-8.6903,3.379,0,0,0
71.8,-2.5097,-8.6797,3.3786,0,0,0
72,-2.5048,-8.6692,3.3781,0,0,0
72.2,-2.4998,-8.6586,3.3777,0,0,0
72.4,-2.4949,-8.6481,3.3773,0,0,0
72.6,-2.4899,-8.6375,3.3769,0,0,0
72.8,-2.485,-8.627,3.3764,0,0,0
73,-2.48,-8.6164,3.376,0,0,0
73.2,-2.4751,-8.6059,3.3756,0,0,0
73.4,-2.4701,-8.5954,3.3751,0,0,0
73.6,-2.4651,-8.5848,3.3747,0,0,0
73.8,-2.4602,-8.5743,3.3743,0,0,0
74,-2.4552,-8.5637,3.3739,0,0,0
74.2,-2.4503,-8.5532,3.3734,0,0,0
74.4,-2.4453,-8.5426,3.373,0,0,0
74.6,-2.4404,-8.5321,3.3726,0,0,0
74.8,-2.4354,-8.5215,3.3721,0,0,0
75,-2.4305,-8.511,3.3717,0,0,0
75.2,-2.4255,-8.5005,3.3713,0,0,0
75.4,-2.4205,-8.4899,3.3709,0,0,0
