0,0
0.2,0.3677
0.4,0.7354
0.6,1.1031
0.8,1.5553
1,2.0218
1.2,2.4907
1.4,2.871
1.6,2.8574
1.8,2.4083
2,1.835
2.2,1.3754
2.4,1.0148
2.6,0.7972
2.8,0.576
3,0.3727
3.2,0.2895
3.4,0.1084
3.6,0.1439
3.8,0.2024
4,0.6303
4.2,1.054
4.4,1.5408
4.6,2.1931
4.8,2.611
5,3.0217
5.2,3.0454
5.4,2.6295
5.6,2.1643
5.8,1.6817
6,1.2014
6.2,0.8818
6.4,0.7086
6.6,0.5188
6.8,0.4061
7,0.2918
7.2,0.1424
7.4,0.3547
7.6,0.7051
7.8,0.8945
8,1.3037
8.2,1.939
8.4,2.5438
8.6,2.8567
8.8,3.4678
9,2.9992
9.2,2.5541
9.4,2.1476
9.6,1.592
9.8,1.2511
10,0.9253
10.2,0.7484
10.4,0.6237
10.6,0.4812
10.8,0.3423
11,0.2415
11.2,0.2513
11.4,0.3832
11.6,0.8954
11.8,1.052
12,1.4261
12.2,2.2687
12.4,2.8958
12.6,3.385
12.8,3.6857
13,3.2358
13.2,2.8572
13.4,2.4582
13.6,1.8542
13.8,1.3723
14,1.0679
14.2,0.8586
14.4,0.6496
14.6,0.4577
14.8,0.3276
15,0.2515
15.2,0.2084
15.4,0.1492
15.6,0.3063
15.8,0.7216
16,0.8932
16.2,1.2736
16.4,2.0223
16.6,2.5508
16.8,2.8701
17,2.8518
17.2,2.2834
17.4,1.7678
17.6,1.3388
17.8,0.9559
18,0.7635
18.2,0.5795
18.4,0.3834
18.6,0.2859
18.8,0.2808
19,0.229
19.2,0.1603
19.4,0.1058
19.6,0.1458
19.8,0.4051
20,0.8002
20.2,1.0844
20.4,1.4765
20.6,1.9729
20.8,2.5775
21,2.9219
21.2,2.7845
21.4,2.2638
21.6,1.7611
21.8,1.5828
22,1.0407
22.2,0.66
22.4,0.4538
22.6,0.3554
22.8,0.2639
23,0.2655
23.2,0.175
23.4,0.1288
23.6,0.0852
23.8,0.2202
24,0.4729
24.2,0.945
24.4,1.337
24.6,1.8742
24.8,2.3883
25,2.7461
25.2,2.6216
25.4,1.995
25.6,1.3761
25.8,1.0767
26,0.7527
26.2,0.5296
26.4,0.3879
26.6,0.3346
26.8,0.3569
27,0.3043
27.2,0.2494
27.4,0.2135
27.6,0.2168
27.8,0.2154
28,0.3283
28.2,0.7077
28.4,1.1656
28.6,1.6048
28.8,2.1779
29,2.6162
29.2,3.1345
29.4,3.3801
29.6,3.0072
29.8,2.3694
30,1.7923
30.2,1.2941
30.4,0.9856
30.6,0.7561
30.8,0.5198
31,0.3951
31.2,0.3266
31.4,0.2951
31.6,0.305
31.8,0.2472
32,0.1998
32.2,0.3456
32.4,0.5841
32.6,0.979
32.8,1.4129
33,1.6554
33.2,2.0365
33.4,2.7568
33.6,3.1848
33.8,3.0302
34,3.0276
34.2,3.0251
34.4,3.0226
34.6,3.0201
34.8,3.0175
35,3.015
35.2,3.0125
35.4,3.0099
35.6,3.0074
35.8,3.0049
36,3.0024
36.2,2.9998
36.4,2.9973
36.6,2.9948
36.8,2.9923
37,2.9897
37.2,2.9872
37.4,2.9847
37.6,2.9821
37.8,2.9796
38,2.9771
38.2,2.9746
38.4,2.972
38.6,2.9695
38.8,2.967
39,2.9645
39.2,2.9619
39.4,2.9594
39.6,2.9569
39.8,2.9543
40,2.9518
40.2,2.9493
40.4,2.9468
40.6,2.9442
40.8,2.9417
41,2.9392
41.2,2.9366
41.4,2.9341
41.6,2.9316
41.8,2.9291
42,2.9265
42.2,2.924
42.4,2.9215
42.6,2.919
42.8,2.9164
43,2.9139
43.2,2.9114
43.4,2.9088
43.6,2.9063
43.8,2.9038
44,2.9013
44.2,2.8987
44.4,2.8962
44.6,2.8937
44.8,2.8912
45,2.8886
45.2,2.8861
45.4,2.8836
45.6,2.881
45.8,2.8785
46,2.876
46.2,2.8735
46.4,2.8709
46.6,2.8684
46.8,2.8659
47,2.8634
47.2,2.8608
47.4,2.8583
47.6,2.8558
47.8,2.8532
48,2.8507
48.2,2.8482
48.4,2.8457
48.6,2.8431
48.8,2.8406
49,2.8381
49.2,2.8356
49.4,2.833
49.6,2.8305
49.8,2.828
50,2.8254
50.2,2.8229
50.4,2.8204
50.6,2.8179
50.8,2.8153
51,2.8128
51.2,2.8103
51.4,2.8077
51.6,2.8052
51.8,2.8027
52,2.8002
52.2,2.7976
52.4,2.7951
52.6,2.7926
52.8,2.7901
53,2.7875
53.2,2.785
53.4,2.7825
53.6,2.7799
53.8,2.7774
54,2.7749
54.2,2.7724
54.4,2.7698
54.6,2.7673
54.8,2.7648
55,2.7623
55.2,2.7597
55.4,2.7572
55.6,2.7547
55.8,2.7521
56,2.7496
56.2,2.7471
56.4,2.7446
56.6,2.742
56.8,2.7395
57,2.737
57.2,2.7345
57.4,2.7319
57.6,2.7294
57.8,2.7269
58,2.7243
58.2,2.7218
58.4,2.7193
58.6,2.7168
58.8,2.7142
59,2.7117
59.2,2.7092
59.4,2.7067
59.6,2.7041
59.8,2.7016
60,2.6991
60.2,2.6965
60.4,2.694
60.6,2.6915
60.8,2.689
61,2.6864
61.2,2.6839
61.4,2.6814
61.6,2.6788
61.8,2.6763
62,2.6738
62.2,2.6713
62.4,2.6687
62.6,2.6662
62.8,2.6637
63,2.6612
63.2,2.6586
63.4,2.6561
63.6,2.6536
63.8,2.651
64,2.6485
64.2,2.646
64.4,2.6435
64.6,2.6409
64.8,2.6384
65,2.6359
65.2,2.6334
65.4,2.6308
65.6,2.6283
65.8,2.6258
66,2.6232
66.2,2.6207
66.4,2.6182
66.6,2.6157
66.8,2.6131
67,2.6106
67.2,2.6081
67.4,2.6056
67.6,2.603
67.8,2.6005
68,2.598
68.2,2.5954
68.4,2.5929
68.6,2.5904
68.8,2.5879
69,2.5853
69.2,2.5828
69.4,2.5803
69.6,2.5777
69.8,2.5752
70,2.5727
70.2,2.5702
70.4,2.5676
70.6,2.5651
70.8,2.5626
71,2.5601
71.2,2.5575
71.4,2.555
71.6,2.5525
71.8,2.5499
72,2.5474
72.2,2.5449
72.4,2.5424
72.6,2.5398
72.8,2.5373
73,2.5348
73.2,2.5323
73.4,2.5297
73.6,2.5272
73.8,2.5247
74,2.5221
74.2,2.5196
74.4,2.5171
74.6,2.5146
74.8,2.512
75,2.5095
75.2,2.507
75.4,2.5045
75.6,2.5019
75.8,2.4994
76,2.4969
76.2,2.4943
76.4,2.4918
76.6,2.4893
76.8,2.4868
77,2.4842
77.2,2.4817
77.4,2.4792
77.6,2.4767
77.8,2.4741
78,2.4716
78.2,2.4691
78.4,2.4665
78.6,2.464
78.8,2.4615
79,2.459
79.2,2.4564
79.4,2.4539
79.6,2.4514
79.8,2.4488
80,2.4463
80.2,2.4438
80.4,2.4413
80.6,2.4387
80.8,2.4362
81,2.4337
81.2,2.4312
81.4,2.4286
81.6,2.4261
81.8,2.4236
82,2.421
82.2,2.4185
82.4,2.416
82.6,2.4135
82.8,2.4109
83,2.4084
83.2,2.4059
83.4,2.4034
83.6,2.4008
83.8,2.3983
84,2.3958
84.2,2.3932
84.4,2.3907
84.6,2.3882
84.8,2.3857
85,2.3831
85.2,2.3806
85.4,2.3781
85.6,2.3756
85.8,2.373
86,2.3705
86.2,2.368
86.4,2.3654
86.6,2.3629
86.8,2.3604
87,2.3579
87.2,2.3553
87.4,2.3528
87.6,2.3503
87.8,2.3478
88,2.3452
88.2,2.3427
88.4,2.3402
88.6,2.3376
88.8,2.3351
89,2.3326
89.2,2.3301
89.4,2.3275
89.6,2.325
89.8,2.3225
90,2.3199
90.2,2.3174
90.4,2.3149
90.6,2.3124
90.8,2.3098
91,2.3073
91.2,2.3048
91.4,2.3023
91.6,2.2997
91.8,2.2972
92,2.2947
92.2,2.2921
92.4,2.2896
92.6,2.2871
92.8,2.2846
93,2.282
93.2,2.2795
93.4,2.277
93.6,2.2745
93.8,2.2719
94,2.2694
94.2,2.2669
94.4,2.2643
94.6,2.2618
94.8,2.2593
95,2.2568
95.2,2.2542
95.4,2.2517
95.6,2.2492
95.8,2.2467
96,2.2441
96.2,2.2416
96.4,2.2391
96.6,2.2365
96.8,2.234
97,2.2315
97.2,2.229
97.4,2.2264
97.6,2.2239
97.8,2.2214
98,2.2188
98.2,2.2163
98.4,2.2138
98.6,2.2113
98.8,2.2087
99,2.2062
99.2,2.2037
99.4,2.2012
99.6,2.1986
99.8,2.1961
100,2.1936
100.2,2.191
100.4,2.1885
100.6,2.186
100.8,2.1835
101,2.1809
101.2,2.1784
101.4,2.1759
101.6,2.1734
101.8,2.1708
102,2.1683
102.2,2.1658
102.4,2.1632
102.6,2.1607
102.8,2.1582
103,2.1557
103.2,2.1531
103.4,2.1506
103.6,2.1481
103.8,2.1456
104,2.143
104.2,2.1405
104.4,2.138
104.6,2.1354
104.8,2.1329
105,2.1304
105.2,2.1279
105.4,2.1253
105.6,2.1228
105.8,2.1203
106,2.1178
106.2,2.1152
106.4,2.1127
106.6,2.1102
106.8,2.1076
107,2.1051
107.2,2.1026
107.4,2.1001
107.6,2.0975
107.8,2.095
108,2.0925
108.2,2.0899
108.4,2.0874
108.6,2.0849
108.8,2.0824
109,2.0798
109.2,2.0773
109.4,2.0748
109.6,2.0723
109.8,2.0697
110,2.0672
110.2,2.0647
110.4,2.0621
110.6,2.0596
110.8,2.0571
111,2.0546
111.2,2.052
111.4,2.0495
111.6,2.047
111.8,2.0445
112,2.0419
112.2,2.0394
112.4,2.0369
112.6,2.0343
112.8,2.0318
113,2.0293
113.2,2.0268
113.4,2.0242
113.6,2.0217
113.8,2.0192
114,2.0167
114.2,2.0141
114.4,2.0116
114.6,2.0091
114.8,2.0065
115,2.004
115.2,2.0015
115.4,1.999
115.6,1.9964
115.8,1.9939
116,1.9914
116.2,1.9889
116.4,1.9863
116.6,1.9838
116.8,1.9813
117,1.9787
117.2,1.9762
117.4,1.9737
117.6,1.9712
117.8,1.9686
118,1.9661
118.2,1.9636
118.4,1.961
118.6,1.9585
118.8,1.956
119,1.9535
119.2,1.9509
119.4,1.9484
119.6,1.9459
119.8,1.9434
120,1.9408
120.2,1.9383
120.4,1.9358
120.6,1.9332
120.8,1.9307
121,1.9282
121.2,1.9257
121.4,1.9231
121.6,1.9206
121.8,1.9181
122,1.9156
122.2,1.913
122.4,1.9105
122.6,1.908
122.8,1.9054
123,1.9029
123.2,1.9004
123.4,1.8979
123.6,1.8953
123.8,1.8928
124,1.8903
124.2,1.8878
124.4,1.8852
124.6,1.8827
124.8,1.8802
125,1.8776
125.2,1.8751
125.4,1.8726
125.6,1.8701
125.8,1.8675
126,1.865
126.2,1.8625
126.4,1.8599
126.6,1.8574
126.8,1.8549
127,1.8524
127.2,1.8498
127.4,1.8473
127.6,1.8448
127.8,1.8423
128,1.8397
128.2,1.8372
128.4,1.8347
128.6,1.8321
128.8,1.8296
129,1.8271
129.2,1.8246
129.4,1.822
129.6,1.8195
129.8,1.817
130,1.8145
130.2,1.8119
130.4,1.8094
130.6,1.8069
130.8,1.8043
131,1.8018
131.2,1.7993
131.4,1.7968
131.6,1.7942
